task_id,model_name,split,label,entry_point,libs,meta_parse_error,classical_loc,classical_cyclomatic_complexity,classical_max_nesting_depth,ast_if_count,ast_for_count,ast_while_count,ast_try_count,ast_except_count,ast_return_count,ast_import_count,ast_has_error_handling,align_lib_coverage,align_missing_libs,align_length_ratio,smell_hardcoded_return_funcs,smell_is_very_short,logreg_prob,logreg_pred,lgbm_prob,lgbm_pred
BigCodeBench/752,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'numpy', 'sklearn']",0,21,7,1,6,0,0,0,0,1,4,0,0.75,1,1.2626,0,0,0.4880092745218768,0,0.4098921830933682,0
BigCodeBench/760,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'numpy', 'codecs', 're', 'datetime']",0,30,8,0,0,0,0,0,0,1,6,0,0.8,1,1.0281,0,0,0.16609858360493807,0,0.3218026107884155,0
BigCodeBench/763,AutoCoder_QW_7B,instruct,0,task_func,"['collections', 'csv', 'numpy', 'json']",0,17,4,2,0,3,0,0,0,0,4,0,0.75,1,1.5798,0,0,0.37463576281459027,0,0.39014090574110644,0
BigCodeBench/779,AutoCoder_QW_7B,instruct,0,task_func,"['shutil', 'os']",0,22,7,3,0,3,0,2,2,3,2,1,0.5,1,2.0716,1,0,0.06203732081353203,0,0.21596318334374198,0
BigCodeBench/788,AutoCoder_QW_7B,instruct,0,task_func,"['scipy', 'heapq']",0,16,4,1,2,0,0,0,0,1,3,0,0.6667,1,0.9177,0,0,0.5005457302883756,1,0.46494539538578494,0
BigCodeBench/809,AutoCoder_QW_7B,instruct,1,task_func,"['numpy', 'sklearn']",0,13,2,1,0,1,0,0,0,1,2,0,0.6667,1,1.5075,0,0,0.5356446035705904,1,0.5101358604162937,1
BigCodeBench/820,AutoCoder_QW_7B,instruct,1,task_func,"['random', 'string']",0,8,5,1,1,0,0,0,0,1,2,0,0.0,1,1.6412,0,0,0.5588167274953643,1,0.5482465025619396,1
BigCodeBench/821,AutoCoder_QW_7B,instruct,0,task_func,"['threading', 'time']",0,16,3,1,0,2,0,0,0,2,2,0,0.0,2,0.6604,0,0,0.46419191434215495,0,0.3607599167078267,0
BigCodeBench/828,AutoCoder_QW_7B,instruct,0,task_func,"['shutil', 'errno', 'os']",0,17,4,3,2,0,0,1,1,1,3,1,0.3333,2,0.9919,0,0,0.3848875506266182,0,0.33608721789079354,0
BigCodeBench/840,AutoCoder_QW_7B,instruct,1,task_func,"['pandas', 'numpy']",0,9,3,1,1,0,0,0,0,1,2,0,0.6667,1,0.6855,0,0,0.5981770678400852,1,0.5657168539510298,1
BigCodeBench/844,AutoCoder_QW_7B,instruct,0,task_func,"['faker', 'csv', 'random']",0,19,5,2,2,1,0,0,0,1,3,0,0.0,3,0.5466,0,0,0.4433616815803505,0,0.4722804513348838,0
BigCodeBench/849,AutoCoder_QW_7B,instruct,0,task_func,"['nltk', 'collections', 're']",0,19,4,1,0,1,0,0,0,1,3,0,0.6667,1,1.8991,0,0,0.3955530334025245,0,0.3918166156021638,0
BigCodeBench/851,AutoCoder_QW_7B,instruct,0,task_func,"['re', 'textwrap']",0,11,2,0,0,0,0,0,0,1,2,0,0.5,1,2.2741,0,0,0.5739387924544364,1,0.5408195833055414,1
BigCodeBench/861,AutoCoder_QW_7B,instruct,0,task_func,"['collections', 'random']",0,13,4,3,1,2,0,0,0,1,2,0,0.3333,2,0.7379,0,0,0.5167237814334655,1,0.5129209285181796,1
BigCodeBench/862,AutoCoder_QW_7B,instruct,1,task_func,"['collections', 'random', 'string']",0,11,3,1,1,1,0,0,0,1,3,0,0.3333,2,0.2421,0,0,0.547811679027037,1,0.569761156078486,1
BigCodeBench/873,AutoCoder_QW_7B,instruct,0,task_func,"['csv', 'os']",0,13,3,2,1,1,0,0,0,1,2,0,0.5,1,0.6724,0,0,0.5339001623936005,1,0.5095884132083934,1
BigCodeBench/878,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'sklearn']",0,16,3,1,2,0,0,0,0,1,4,0,0.5,2,0.9735,0,0,0.5182703662511069,1,0.47296940992322384,0
BigCodeBench/888,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'os']",0,12,4,2,2,1,0,0,0,2,2,0,0.6667,1,1.8905,0,0,0.5860102150945441,1,0.4974773467366786,0
BigCodeBench/892,AutoCoder_QW_7B,instruct,0,task_func,"['collections', 'random']",0,8,2,1,0,1,0,0,0,1,2,0,0.5,1,1.9038,0,0,0.6007129013487978,1,0.6265356597194593,1
BigCodeBench/893,AutoCoder_QW_7B,instruct,0,task_func,"['datetime', 're']",0,20,4,2,1,2,0,0,0,2,2,0,1.0,0,1.7268,0,0,0.42691000460544454,0,0.35154486716620886,0
BigCodeBench/908,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'matplotlib', 're', 'os']",0,17,7,2,2,1,0,0,0,1,4,0,1.0,0,1.9559,0,0,0.3938156405935433,0,0.43868985825053486,0
BigCodeBench/910,AutoCoder_QW_7B,instruct,0,task_func,"['numpy', 'matplotlib']",0,20,10,2,3,1,0,0,0,1,2,0,0.6667,1,1.021,0,0,0.35825221116609485,0,0.4343215407251914,0
BigCodeBench/919,AutoCoder_QW_7B,instruct,1,task_func,"['pandas', 'matplotlib']",0,11,1,0,0,0,0,0,0,1,2,0,0.6667,1,0.819,0,0,0.5848838946326249,1,0.5972456450486491,1
BigCodeBench/927,AutoCoder_QW_7B,instruct,1,task_func,"['pandas', 'sklearn']",0,8,1,0,0,0,0,0,0,1,2,0,0.6667,1,1.0138,0,0,0.6250084043241863,1,0.6561463339895157,1
BigCodeBench/930,AutoCoder_QW_7B,instruct,0,task_func,"['random', 'string']",0,11,4,1,2,0,0,0,0,2,2,0,0.0,3,0.6187,0,0,0.609650725805941,1,0.5237735492970986,1
BigCodeBench/951,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'numpy', 'random']",0,17,2,1,0,1,0,0,0,1,4,0,0.6667,1,0.7532,0,0,0.4349282442918685,0,0.4661481248858061,0
BigCodeBench/961,AutoCoder_QW_7B,instruct,0,task_func,"['glob', 'collections', 'os']",0,15,8,3,3,2,0,0,0,1,3,0,0.6667,1,1.1696,0,0,0.4417486826628589,0,0.5266327560076776,1
BigCodeBench/973,AutoCoder_QW_7B,instruct,0,task_func,"['shutil', 'os']",0,15,6,2,3,1,0,0,0,1,2,0,0.3333,2,0.9269,0,0,0.5222261246863896,1,0.5807814128529566,1
BigCodeBench/977,AutoCoder_QW_7B,instruct,1,task_func,"['numpy', 'matplotlib', 'seaborn']",0,15,6,1,3,0,0,0,0,1,3,0,0.6667,1,1.4621,0,0,0.5075547787005441,1,0.5381254078250094,1
BigCodeBench/978,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'numpy', 'sklearn']",0,14,3,1,2,0,0,0,0,2,3,0,0.6,2,0.6606,0,0,0.5734227656605931,1,0.41793063352503373,0
BigCodeBench/979,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'numpy', 'sklearn']",0,30,8,1,6,0,0,0,0,1,3,0,0.75,1,3.0924,0,0,0.3878424648515853,0,0.40222089530613025,0
BigCodeBench/995,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'numpy', 'matplotlib', 'os']",0,18,2,1,1,0,0,0,0,1,4,0,0.8,1,0.708,0,0,0.46793557299174526,0,0.44388819500593507,0
BigCodeBench/998,AutoCoder_QW_7B,instruct,0,task_func,"['tarfile', 'urllib', 'hashlib', 'os']",0,28,5,2,1,1,0,2,2,4,4,1,0.5,1,1.5297,0,0,0.2051304719494102,0,0.22759598260872357,0
BigCodeBench/1013,AutoCoder_QW_7B,instruct,0,task_func,"['csv', 'urllib', 'bs4', 'requests']",0,20,7,2,1,1,0,0,0,2,4,0,0.3333,2,2.956,0,0,0.3614303810305094,0,0.3349397777127601,0
BigCodeBench/1025,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,14,1,0,0,0,0,0,0,1,3,0,0.75,1,1.4471,0,0,0.5355224066518987,1,0.5444892497643221,1
BigCodeBench/1034,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'numpy']",0,25,5,1,1,0,0,0,0,2,4,0,0.75,1,1.8829,0,0,0.333760812736545,0,0.35643079004503864,0
BigCodeBench/1038,AutoCoder_QW_7B,instruct,0,task_func,"['datetime', 'json']",0,10,1,0,0,0,0,0,0,0,3,0,0.5,2,1.1504,0,0,0.5852238257771598,1,0.21050239965520248,0
BigCodeBench/1039,AutoCoder_QW_7B,instruct,0,task_func,"['hashlib', 'os', 'ssl']",0,17,3,2,1,0,0,1,1,3,3,1,0.3333,2,0.9231,0,0,0.39219457368923205,0,0.3212775158155199,0
BigCodeBench/1052,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,30,7,1,3,0,0,0,0,4,4,0,0.6667,2,1.493,0,0,0.32273028617094457,0,0.38789578644883566,0
BigCodeBench/1053,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,35,6,2,3,0,0,1,2,4,5,1,0.8,1,0.8958,0,0,0.17962057857007604,0,0.26069264148912125,0
BigCodeBench/1058,AutoCoder_QW_7B,instruct,0,task_func,"['matplotlib', 'itertools', 'seaborn']",0,32,1,0,0,0,0,0,0,1,3,0,0.6667,1,0.7273,0,0,0.29859339550738523,0,0.4425915437563036,0
BigCodeBench/1059,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'numpy', 'itertools', 'random']",0,31,1,0,0,0,0,0,0,1,4,0,0.75,1,0.7871,0,0,0.29558932774140645,0,0.4425915437563036,0
BigCodeBench/1064,AutoCoder_QW_7B,instruct,0,task_func,"['numpy', 'seaborn']",0,9,1,0,0,0,0,0,0,1,3,0,1.0,0,0.5659,0,0,0.5799213699689145,1,0.5152237494552694,1
BigCodeBench/1070,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'random']",0,12,3,1,0,1,0,0,0,1,2,0,0.3333,2,0.6296,0,0,0.5244343265475434,1,0.5434360736085416,1
BigCodeBench/1071,AutoCoder_QW_7B,instruct,0,task_func,"['itertools', 'numpy', 'matplotlib', 'random']",0,16,3,2,1,1,0,0,0,1,4,0,0.75,1,0.4788,0,0,0.4591891460790956,0,0.47034704941690203,0
BigCodeBench/1081,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'seaborn']",0,16,5,1,2,0,0,0,0,1,3,0,0.5,2,0.694,0,0,0.4879358904374155,0,0.4420620294012767,0
BigCodeBench/1086,AutoCoder_QW_7B,instruct,0,task_func,"['pandas', 'numpy', 'random', 'string']",0,14,4,0,0,0,0,0,0,1,4,0,0.5,2,0.77,0,0,0.4491147383080381,0,0.4711189243644929,0
BigCodeBench/1087,AutoCoder_QW_7B,instruct,1,task_func,"['numpy', 'matplotlib', 'scipy']",0,20,4,1,2,0,0,0,0,1,3,0,0.6,2,1.5901,0,0,0.4712756184310853,0,0.4362602363679573,0
BigCodeBench/1092,AutoCoder_QW_7B,instruct,1,task_func,"['ast', 'bs4', 'requests']",0,28,7,3,0,1,0,2,5,5,3,1,0.5,1,1.4435,0,0,0.18237387930245808,0,0.26923081548455624,0
BigCodeBench/1111,AutoCoder_QW_7B,instruct,0,task_func,"['operator', 'collections', 'itertools']",0,10,3,0,0,0,0,0,0,1,3,0,0.6667,1,1.2037,0,0,0.5366634767089019,1,0.5648408848940506,1
BigCodeBench/1113,AutoCoder_QW_7B,instruct,0,task_func,"['csv', 'collections']",0,10,3,3,1,1,0,0,0,1,2,0,0.3333,2,2.4324,0,0,0.6068092600668051,1,0.579000367281755,1
BigCodeBench/1127,AutoCoder_QW_7B,instruct,0,task_func,"['hashlib', 're', 'os']",0,12,3,2,1,1,0,0,0,1,3,0,1.0,0,0.7821,0,0,0.524139898514547,1,0.5125287413577286,1
BigCodeBench/13,GPT_4o_2024_05_13,instruct,0,task_func,"['subprocess', 'ftplib', 'os']",0,27,6,3,0,1,0,4,4,1,3,1,0.5,1,1.8947,0,0,0.16146485269727406,0,0.26923081548455624,0
BigCodeBench/34,GPT_4o_2024_05_13,instruct,1,task_func,"['matplotlib', 're', 'wordcloud']",0,13,2,1,1,0,0,0,0,1,3,0,1.0,0,3.0699,0,0,0.5679975855218198,1,0.5091815819822858,1
BigCodeBench/93,GPT_4o_2024_05_13,instruct,0,task_func,"['pandas', 'numpy', 'matplotlib', 'sklearn']",0,16,4,1,1,0,0,0,0,1,4,0,0.6667,2,2.6213,0,0,0.48367172196548724,0,0.46480832488932694,0
BigCodeBench/161,GPT_4o_2024_05_13,instruct,1,task_func,"['pandas', 'datetime', 're']",0,28,5,5,2,1,0,1,1,1,3,1,1.0,0,2.9567,0,0,0.23963644468227743,0,0.3157482856819735,0
BigCodeBench/177,GPT_4o_2024_05_13,instruct,0,task_func,"['nltk', 'string', 're']",0,16,6,1,1,1,0,0,0,1,5,0,0.5,1,2.6197,0,0,0.38757806388623983,0,0.39479387284849454,0
BigCodeBench/214,GPT_4o_2024_05_13,instruct,0,task_func,"['numpy', 'matplotlib', 'random', 'cv2']",0,15,2,1,1,0,0,0,0,1,4,0,1.0,0,2.651,0,0,0.5173631333064208,1,0.5029454962504527,1
BigCodeBench/287,GPT_4o_2024_05_13,instruct,0,task_func,"['json', 'collections', 'os']",0,17,3,3,1,1,0,0,0,1,3,0,0.75,1,3.484,0,0,0.5011826472036556,1,0.4795127678918586,0
BigCodeBench/313,GPT_4o_2024_05_13,instruct,0,task_func,"['shutil', 'datetime', 're', 'os']",0,22,5,4,3,1,0,0,0,1,4,0,1.0,0,3.307,0,0,0.4256793109801961,0,0.3985597672630422,0
BigCodeBench/418,GPT_4o_2024_05_13,instruct,1,task_func,"['tensorflow', 'matplotlib', 'sklearn']",0,26,1,0,0,0,0,0,0,1,5,0,0.6,2,2.1148,0,0,0.3621258811969218,0,0.44597736710424085,0
BigCodeBench/458,GPT_4o_2024_05_13,instruct,0,task_func,"['pandas', 're', 'json']",0,26,4,3,5,0,0,1,1,8,3,1,0.5,3,1.7502,0,0,0.4700744119699937,0,0.3483837940884747,0
BigCodeBench/492,GPT_4o_2024_05_13,instruct,0,task_func,"['pandas', 'datetime', 'random']",0,30,8,2,3,1,1,0,0,1,3,0,0.4,3,3.1293,0,0,0.45416710401816063,0,0.39061173355070133,0
BigCodeBench/528,GPT_4o_2024_05_13,instruct,0,task_func,"['pandas', 'csv', 'collections', 'matplotlib']",0,19,4,1,0,0,0,0,0,1,4,0,0.75,1,2.5685,0,0,0.39485467466400925,0,0.3948862336311563,0
BigCodeBench/560,GPT_4o_2024_05_13,instruct,0,task_func,"['pandas', 'datetime', 'matplotlib']",0,21,2,1,0,1,0,0,0,1,3,0,0.75,1,3.8837,0,0,0.4395663357054201,0,0.3696326510547044,0
BigCodeBench/654,GPT_4o_2024_05_13,instruct,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,20,3,1,1,0,0,0,0,2,3,0,0.75,1,3.9101,0,0,0.4833090857090714,0,0.3282539543900752,0
BigCodeBench/752,GPT_4o_2024_05_13,instruct,0,task_func,"['pandas', 'numpy', 'sklearn']",0,25,7,1,6,0,0,0,0,1,4,0,0.75,1,2.0261,0,0,0.4439403673050758,0,0.4098921830933682,0
BigCodeBench/760,GPT_4o_2024_05_13,instruct,0,task_func,"['pandas', 'numpy', 'codecs', 're', 'datetime']",0,26,4,1,1,0,0,0,0,1,5,0,0.8,1,1.4961,0,0,0.31362723109115936,0,0.4021717600973828,0
BigCodeBench/763,GPT_4o_2024_05_13,instruct,0,task_func,"['collections', 'csv', 'numpy', 'json']",0,23,5,2,0,4,0,0,0,1,4,0,0.75,1,3.3374,0,0,0.30169782995833255,0,0.2385273256083476,0
BigCodeBench/998,GPT_4o_2024_05_13,instruct,0,task_func,"['tarfile', 'urllib', 'hashlib', 'os']",0,47,12,3,4,1,0,3,3,11,4,1,0.5,1,3.1027,0,0,0.09241254511736215,0,0.24754576910733095,0
BigCodeBench/1013,GPT_4o_2024_05_13,instruct,0,task_func,"['csv', 'urllib', 'bs4', 'requests']",0,24,4,2,1,2,0,0,0,1,4,0,0.3333,2,3.6834,0,0,0.3671066967724637,0,0.3175617553778187,0
BigCodeBench/1039,GPT_4o_2024_05_13,instruct,0,task_func,"['hashlib', 'os', 'ssl']",0,33,6,4,1,1,0,3,3,3,4,1,0.3333,2,2.0345,0,0,0.15267873671149026,0,0.20354978147564257,0
BigCodeBench/1053,GPT_4o_2024_05_13,instruct,1,task_func,"['pandas', 'matplotlib', 'sklearn']",0,39,7,2,3,0,0,1,2,4,4,1,0.8,1,1.4316,0,0,0.1516968375313274,0,0.26069264148912125,0
BigCodeBench/4,Claude_3_Sonnet_20240229,instruct,1,task_func,"['collections', 'itertools']",0,6,1,0,0,0,0,0,0,1,2,0,0.4,3,0.4872,0,0,0.6697507675879697,1,0.7427849783747935,1
BigCodeBench/5,Claude_3_Sonnet_20240229,instruct,0,task_func,"['math', 'random']",0,12,4,1,0,1,0,0,0,1,2,0,0.3333,2,0.9407,0,0,0.5045629860897094,1,0.5253998580868081,1
BigCodeBench/13,Claude_3_Sonnet_20240229,instruct,0,task_func,"['subprocess', 'ftplib', 'os']",0,34,7,4,1,1,0,4,4,4,3,1,0.5,1,1.0179,0,0,0.13173400655391088,0,0.223197658794462,0
BigCodeBench/18,Claude_3_Sonnet_20240229,instruct,1,task_func,"['glob', 'subprocess', 'random', 'os', 'csv']",0,22,5,2,1,1,0,1,1,3,5,1,0.3333,2,1.3949,0,0,0.2565750420846183,0,0.23305442248592484,0
BigCodeBench/32,Claude_3_Sonnet_20240229,instruct,0,task_func,"['bs4', 'requests']",0,15,3,2,1,0,0,1,1,3,2,1,0.5,1,3.0696,0,0,0.4480740971669519,0,0.36498225922405786,0
BigCodeBench/34,Claude_3_Sonnet_20240229,instruct,1,task_func,"['matplotlib', 're', 'wordcloud']",0,14,2,1,1,0,0,0,0,1,3,0,1.0,0,1.3333,0,0,0.5352498989160095,1,0.496347494994385,0
BigCodeBench/39,Claude_3_Sonnet_20240229,instruct,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,23,4,2,2,1,0,0,0,1,3,0,0.6,2,1.114,0,0,0.4188341149631344,0,0.4362602363679573,0
BigCodeBench/41,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,13,1,0,0,0,0,0,0,1,3,0,0.75,1,1.2901,0,0,0.5469071344257787,1,0.5575060997891642,1
BigCodeBench/42,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,16,2,0,0,0,0,0,0,1,3,0,0.6,2,0.7545,0,0,0.491536249502523,0,0.468124384032633,0
BigCodeBench/49,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'datetime', 'matplotlib']",0,14,3,1,1,0,0,0,0,1,3,0,0.6,2,1.2835,0,0,0.53624883071138,1,0.496347494994385,0
BigCodeBench/63,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'matplotlib']",0,11,1,0,0,0,0,0,0,1,2,0,0.6667,1,0.9872,0,0,0.5867503054968495,1,0.5972456450486491,1
BigCodeBench/65,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'matplotlib']",0,16,2,1,0,1,0,0,0,1,2,0,0.6667,1,0.8917,0,0,0.488892029976083,0,0.4775222364996375,0
BigCodeBench/76,Claude_3_Sonnet_20240229,instruct,1,task_func,"['django', 'string', 'random']",0,12,6,1,1,0,0,0,0,1,3,0,0.0,1,1.0818,0,0,0.4565783763712299,0,0.48623175872891866,0
BigCodeBench/81,Claude_3_Sonnet_20240229,instruct,0,task_func,"['flask_restful', 'flask', 'requests']",0,16,1,2,0,0,0,1,1,3,3,1,0.25,3,0.9497,0,0,0.43252807677993316,0,0.35070069935766035,0
BigCodeBench/93,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'numpy', 'matplotlib', 'sklearn']",0,18,5,1,1,0,0,0,0,1,4,0,0.6667,2,2.5947,0,0,0.43378909703422575,0,0.40333749791749673,0
BigCodeBench/94,Claude_3_Sonnet_20240229,instruct,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,15,1,0,0,0,0,0,0,1,3,0,0.6,2,1.2558,0,0,0.5339204155691619,1,0.5417135197952896,1
BigCodeBench/102,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'sklearn', 'matplotlib', 'seaborn']",0,13,1,0,0,0,0,0,0,1,4,0,0.75,1,0.8123,0,0,0.5218230810328758,1,0.5575060997891642,1
BigCodeBench/105,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'matplotlib', 'seaborn']",0,27,6,4,3,0,0,2,2,2,4,1,0.75,1,1.9512,0,0,0.24780248181078784,0,0.2868805158439674,0
BigCodeBench/106,Claude_3_Sonnet_20240229,instruct,1,task_func,"['pandas', 'matplotlib', 'sklearn']",0,24,5,1,3,0,0,0,0,1,3,0,0.6,2,1.6257,0,0,0.43005493882665285,0,0.4187894603601171,0
BigCodeBench/112,Claude_3_Sonnet_20240229,instruct,1,task_func,"['pandas', 'matplotlib']",0,13,3,1,2,0,0,0,0,1,2,0,0.5,2,1.8973,0,0,0.6064527139750782,1,0.5381761925263556,1
BigCodeBench/117,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'numpy', 'random']",0,16,6,1,1,0,0,0,0,1,3,0,0.5,2,1.4837,0,0,0.4393918989254208,0,0.42102016323917435,0
BigCodeBench/141,Claude_3_Sonnet_20240229,instruct,1,task_func,"['statistics', 'pandas', 'numpy']",0,16,5,1,1,1,0,0,0,1,3,0,0.5,2,0.5711,0,0,0.44319792713674666,0,0.4255606918339349,0
BigCodeBench/157,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'seaborn']",0,16,4,1,2,0,0,0,0,1,4,0,0.6,2,1.4545,0,0,0.5029803809263413,1,0.46494539538578494,0
BigCodeBench/161,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'datetime', 're']",0,25,5,5,2,1,0,1,1,1,3,1,1.0,0,1.912,0,0,0.2605035242111384,0,0.3129756620809796,0
BigCodeBench/167,Claude_3_Sonnet_20240229,instruct,1,task_func,"['pandas', 'random', 'matplotlib']",0,13,3,0,0,0,0,0,0,1,3,0,0.5,2,2.3239,0,0,0.523138902830697,1,0.5103638470622204,1
BigCodeBench/177,Claude_3_Sonnet_20240229,instruct,0,task_func,"['nltk', 'string', 're']",0,17,8,1,1,2,0,0,0,1,3,0,0.5,1,2.5884,0,0,0.3593468255816153,0,0.40501169474198034,0
BigCodeBench/182,Claude_3_Sonnet_20240229,instruct,0,task_func,"['re', 'sklearn']",0,13,1,0,0,0,0,0,0,1,3,0,1.0,0,0.9986,0,0,0.5324814455021056,1,0.49708941678749985,0
BigCodeBench/189,Claude_3_Sonnet_20240229,instruct,0,task_func,"['re', 'requests', 'json']",0,13,2,2,0,0,0,1,1,2,3,1,0.6,2,0.647,0,0,0.42663383330618215,0,0.3583150085260997,0
BigCodeBench/205,Claude_3_Sonnet_20240229,instruct,0,task_func,"['subprocess', 'multiprocessing']",0,12,3,1,1,0,0,0,0,3,2,0,0.0,1,0.569,0,0,0.5610762301180946,1,0.4671767705995374,0
BigCodeBench/207,Claude_3_Sonnet_20240229,instruct,1,task_func,"['re', 'requests']",0,15,3,2,1,0,0,1,1,3,2,1,0.5,2,2.404,0,0,0.45818487174535233,0,0.3532206973008648,0
BigCodeBench/212,Claude_3_Sonnet_20240229,instruct,0,task_func,"['operator', 'numpy', 'matplotlib']",0,13,1,0,0,0,0,0,0,1,3,0,0.6667,1,1.1636,0,0,0.5432830359881747,1,0.5619510545225317,1
BigCodeBench/214,Claude_3_Sonnet_20240229,instruct,0,task_func,"['numpy', 'matplotlib', 'random', 'cv2']",0,14,2,1,1,0,0,0,0,1,4,0,1.0,0,2.002,0,0,0.5231914570677642,1,0.5025260854103851,1
BigCodeBench/216,Claude_3_Sonnet_20240229,instruct,1,task_func,"['pandas', 'collections', 'json', 'os']",0,17,3,3,1,1,0,0,0,1,4,0,0.8,1,1.5129,0,0,0.46030967056869393,0,0.4763031158162521,0
BigCodeBench/223,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'sklearn']",0,21,9,3,6,2,0,0,0,1,2,0,0.5,2,1.8844,0,0,0.48307136575294196,0,0.41099287278689944,0
BigCodeBench/266,Claude_3_Sonnet_20240229,instruct,1,task_func,"['csv', 'collections', 'os']",0,20,4,2,0,3,0,0,0,1,4,0,0.6667,1,2.6502,0,0,0.35663983316027814,0,0.2820134145038127,0
BigCodeBench/270,Claude_3_Sonnet_20240229,instruct,0,task_func,"['collections', 're']",0,6,1,0,0,0,0,0,0,1,2,0,1.0,0,1.363,0,0,0.6449661778315745,1,0.6464307124058954,1
BigCodeBench/275,Claude_3_Sonnet_20240229,instruct,1,task_func,"['numpy', 'itertools']",0,7,2,1,1,0,0,0,0,1,2,0,0.5,2,1.4071,0,0,0.6646984772273713,1,0.6633449760428368,1
BigCodeBench/277,Claude_3_Sonnet_20240229,instruct,1,task_func,"['math', 'random', 'itertools']",0,15,5,2,2,1,0,0,0,2,3,0,0.4,3,1.1654,0,0,0.524150839306335,1,0.45552163291296477,0
BigCodeBench/279,Claude_3_Sonnet_20240229,instruct,1,task_func,"['collections', 'random']",0,12,2,1,0,1,0,0,0,1,2,0,0.5,1,1.3169,0,0,0.542265315278515,1,0.5360930799638628,1
BigCodeBench/286,Claude_3_Sonnet_20240229,instruct,1,task_func,"['csv', 'collections', 'os']",0,27,5,3,1,2,0,1,1,2,3,1,0.5,2,2.1026,0,0,0.23253526027472088,0,0.2660855314902523,0
BigCodeBench/287,Claude_3_Sonnet_20240229,instruct,1,task_func,"['json', 'collections', 'os']",0,16,4,4,1,2,0,0,0,1,3,0,0.75,1,3.4091,0,0,0.4822278420667698,0,0.47399278419670815,0
BigCodeBench/290,Claude_3_Sonnet_20240229,instruct,0,task_func,"['nltk', 'collections', 'os']",0,16,5,3,1,1,0,0,0,1,4,0,0.6667,1,2.9251,0,0,0.4395002512454806,0,0.43925747349032973,0
BigCodeBench/296,Claude_3_Sonnet_20240229,instruct,1,task_func,"['pandas', 'matplotlib']",0,12,2,1,1,0,0,0,0,1,2,0,0.5,2,1.6283,0,0,0.6056961603905336,1,0.5405830694648847,1
BigCodeBench/300,Claude_3_Sonnet_20240229,instruct,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,19,3,2,0,1,0,1,1,1,3,1,0.6,2,1.5671,0,0,0.32223930275282325,0,0.30716211073597166,0
BigCodeBench/301,Claude_3_Sonnet_20240229,instruct,0,task_func,"['dateutil', 'math', 'numpy', 'pytz']",0,16,1,0,0,0,0,0,0,1,4,0,0.5,2,1.5748,0,0,0.5019657948954577,1,0.5042470923182032,1
BigCodeBench/311,Claude_3_Sonnet_20240229,instruct,1,task_func,"['random', 'numpy', 'scipy']",0,16,4,2,1,1,0,0,0,1,3,0,1.0,0,2.2671,0,0,0.46471562003632333,0,0.46031710221045846,0
BigCodeBench/313,Claude_3_Sonnet_20240229,instruct,0,task_func,"['shutil', 'datetime', 're', 'os']",0,22,6,4,4,1,0,0,0,1,4,0,1.0,0,2.5566,0,0,0.42802338384062766,0,0.4093798076936469,0
BigCodeBench/314,Claude_3_Sonnet_20240229,instruct,0,task_func,"['http', 'socket', 'ssl']",0,14,2,2,0,0,0,1,1,1,3,1,0.0,1,2.133,0,0,0.38772279001762994,0,0.3503379775655447,0
BigCodeBench/317,Claude_3_Sonnet_20240229,instruct,0,task_func,"['numpy', 're', 'sklearn']",0,13,1,0,0,0,0,0,0,1,3,0,0.6,2,1.6772,0,0,0.5649379592153688,1,0.5653239114364207,1
