task_id,model_name,split,label,entry_point,libs,meta_parse_error,classical_loc,classical_cyclomatic_complexity,classical_max_nesting_depth,ast_if_count,ast_for_count,ast_while_count,ast_try_count,ast_except_count,ast_return_count,ast_import_count,ast_has_error_handling,align_lib_coverage,align_missing_libs,align_length_ratio,smell_hardcoded_return_funcs,smell_placeholder_hits,smell_is_very_short,smell_relative_length,logreg_prob,logreg_pred,lgbm_prob,lgbm_pred,rf_prob,rf_pred
BigCodeBench/112,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'matplotlib']",0,10,3,1,2,0,0,0,0,1,2,0,1.0,0,0.8009,0,0,0,0.8333,0.5638840412242808,1,0.4779713329430124,0,0.46793199640377997,0
BigCodeBench/117,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'numpy', 'random']",0,18,8,1,3,0,0,0,0,1,3,0,1.0,0,0.6048,0,0,0,1.0,0.4196885590268129,0,0.36706280549638576,0,0.482088438694509,0
BigCodeBench/141,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['statistics', 'pandas', 'numpy']",0,15,4,1,1,1,0,0,0,1,2,0,0.6667,1,0.5381,0,0,0,1.0,0.32229357753719784,0,0.5406667880887914,1,0.5337965195389602,1
BigCodeBench/157,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'seaborn']",0,14,3,1,2,0,0,0,0,1,4,0,1.0,0,1.2998,0,0,0,0.9333,0.43331548205306025,0,0.36418672192442003,0,0.5297994855280623,1
BigCodeBench/161,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['pandas', 'datetime', 're']",0,26,5,5,2,1,0,1,1,1,3,1,1.0,0,2.3478,0,0,0,1.1304,0.15342006184566487,0,0.22892347820803227,0,0.2844966372968324,0
BigCodeBench/167,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['pandas', 'random', 'matplotlib']",0,12,3,0,0,0,0,0,0,1,3,0,1.0,0,1.0565,0,0,0,1.0,0.5451331878014272,1,0.598449024221837,1,0.5636302117317199,1
BigCodeBench/177,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['nltk', 'string', 're']",0,15,4,1,2,0,0,0,0,1,4,0,1.0,0,1.4304,0,0,0,0.8824,0.4064561406310843,0,0.2686670869722026,0,0.469579300162006,0
BigCodeBench/182,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['re', 'sklearn']",0,12,1,0,0,0,0,0,0,1,4,0,1.0,0,1.3078,0,0,0,1.0909,0.5483533461666624,1,0.49544299871568054,0,0.6138061255762647,1
BigCodeBench/189,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['re', 'requests', 'json']",0,12,5,2,0,0,0,1,1,2,3,1,1.0,0,0.6338,0,0,0,0.9231,0.32429924702859547,0,0.43987842415382256,0,0.36306137069440325,0
BigCodeBench/205,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['subprocess', 'multiprocessing']",0,12,3,1,1,0,0,0,0,3,2,0,1.0,0,0.6017,0,0,0,1.0,0.3611822548526561,0,0.2451085680048871,0,0.5303527659795383,1
BigCodeBench/207,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['re', 'requests']",0,14,3,2,1,0,0,1,1,3,2,1,1.0,0,2.138,0,0,0,1.4,0.46647066394522096,0,0.40332947777122563,0,0.3758965957471511,0
BigCodeBench/212,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['operator', 'numpy', 'matplotlib']",0,15,1,0,0,0,0,0,0,1,2,0,0.6667,1,1.1857,0,0,0,1.1538,0.6470819752657372,1,0.6408373312271126,1,0.4684060850566451,0
BigCodeBench/214,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['numpy', 'matplotlib', 'random', 'cv2']",0,13,2,1,1,0,0,0,0,1,4,0,1.0,0,0.8412,0,0,0,0.9286,0.5487978850191135,1,0.6334561047418237,1,0.537269062149097,1
BigCodeBench/216,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'collections', 'json', 'os']",0,28,8,4,4,2,0,1,1,2,4,1,0.75,1,2.5081,0,0,0,1.75,0.35366334526674853,0,0.4736551332073778,0,0.2589988748019628,0
BigCodeBench/223,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'sklearn']",0,15,9,2,4,2,0,0,0,1,2,0,1.0,0,0.7105,0,0,0,0.8824,0.462249242843303,0,0.5290556068724783,1,0.46882539959334346,0
BigCodeBench/266,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['csv', 'collections', 'os']",0,16,4,2,0,3,0,0,0,1,2,0,0.6667,1,2.7121,0,0,0,0.8421,0.28296238155636433,0,0.34322248883327416,0,0.30187837165831105,0
BigCodeBench/270,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['collections', 're']",0,5,1,0,0,0,0,0,0,1,2,0,1.0,0,0.3349,0,0,1,0.8333,0.26486573368875105,0,0.5457346037118305,1,0.7458415971122794,1
BigCodeBench/275,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['numpy', 'itertools']",0,7,2,1,1,0,0,0,0,1,2,0,1.0,0,0.4885,0,0,0,1.0769,0.6631466326269589,1,0.740834362155487,1,0.6584820436758098,1
BigCodeBench/277,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['math', 'random', 'itertools']",0,9,3,1,1,0,0,0,0,2,3,0,1.0,0,0.5992,0,0,0,0.6,0.5403633763489069,1,0.3661014017582277,0,0.33159848444693346,0
BigCodeBench/279,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['collections', 'random']",0,8,4,0,0,0,0,0,0,1,2,0,1.0,0,0.8217,0,0,0,0.7273,0.4996596910393305,0,0.44966651506028615,0,0.49282125088676104,0
BigCodeBench/286,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['csv', 'collections', 'os']",0,26,7,4,2,2,0,2,2,2,3,1,1.0,0,2.4579,0,0,0,1.1818,0.14143304730564996,0,0.2015591389460733,0,0.27272098212362444,0
BigCodeBench/287,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['json', 'collections', 'os']",0,17,3,3,1,1,0,0,0,1,3,0,1.0,0,1.6551,0,0,0,1.1333,0.579937144129326,1,0.5359644945863397,1,0.516030927575655,1
BigCodeBench/290,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['nltk', 'collections', 'os']",0,19,9,4,2,2,0,0,0,1,4,0,1.0,0,2.3656,0,0,0,1.2667,0.3074949667183746,0,0.332695824747571,0,0.3855316247389656,0
BigCodeBench/296,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['pandas', 'matplotlib']",0,21,4,2,3,0,0,0,0,2,2,0,1.0,0,1.0876,0,0,0,1.6154,0.6496066658547391,1,0.5568056338340931,1,0.4237801802871409,0
BigCodeBench/300,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,15,3,1,1,0,0,0,0,1,3,0,1.0,0,0.8579,0,0,0,0.8824,0.4200331154058086,0,0.41519682508228184,0,0.4858283990340956,0
BigCodeBench/301,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['dateutil', 'math', 'numpy', 'pytz']",0,13,1,0,0,0,0,0,0,1,4,0,1.0,0,1.4307,0,0,0,0.9286,0.594833769099987,1,0.5253011982222177,1,0.5556805492749407,1
BigCodeBench/311,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['random', 'numpy', 'scipy']",0,14,5,2,1,1,0,0,0,1,3,0,1.0,0,1.2958,0,0,0,1.0,0.447449779533268,0,0.3426344818819359,0,0.5177471423549858,1
BigCodeBench/313,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['shutil', 'datetime', 're', 'os']",0,24,6,4,4,1,0,0,0,1,4,0,1.0,0,2.7451,0,0,0,1.0909,0.37287710046381434,0,0.3697449142923138,0,0.4254785435139797,0
BigCodeBench/314,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['http', 'socket', 'ssl']",0,16,2,2,0,0,0,1,1,1,3,1,1.0,0,1.7506,0,0,0,1.1429,0.3071432906692076,0,0.28915076758502656,0,0.29816948527895965,0
BigCodeBench/317,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['numpy', 're', 'sklearn']",0,12,1,0,0,0,0,0,0,1,3,0,1.0,0,1.9442,0,0,0,1.0909,0.5011150880456213,1,0.3996890774007734,0,0.6284693520548691,1
BigCodeBench/323,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['numpy', 'collections', 're', 'sklearn']",0,17,3,1,1,0,0,0,0,1,4,0,1.0,0,1.2923,0,0,0,1.0,0.3410008706328497,0,0.2844610944426927,0,0.5225732121373625,1
BigCodeBench/329,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['json', 're', 'os']",0,11,2,2,1,0,0,0,0,1,3,0,1.0,0,0.6074,0,0,0,0.9167,0.5868329696856533,1,0.4575728775386958,0,0.5490898871131794,1
BigCodeBench/333,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['random', 'heapq']",0,6,2,0,0,0,0,0,0,1,2,0,1.0,0,0.8257,0,0,0,1.0,0.6740792973175818,1,0.6448229865908656,1,0.7484534833316939,1
BigCodeBench/335,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['queue', 'collections', 'random']",0,8,2,0,0,0,0,0,0,1,2,0,0.6667,1,0.8129,0,0,0,0.8889,0.7075268369815783,1,0.7505524435682802,1,0.5797868117248665,1
BigCodeBench/339,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['urllib', 'hmac', 'hashlib', 'json']",0,18,2,1,1,0,0,0,0,1,4,0,1.0,0,1.3617,0,0,0,1.5,0.6339331370144332,1,0.4962839954441301,0,0.4754383850866228,0
BigCodeBench/349,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'random']",0,12,2,1,0,1,0,0,0,1,2,0,1.0,0,0.8576,0,0,0,1.0,0.5150644248468735,1,0.5308875113502587,1,0.5680194047631333,1
BigCodeBench/362,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['pandas', 'os']",0,11,3,2,1,0,0,1,1,1,2,1,1.0,0,1.1346,0,0,0,0.9167,0.4676795933203061,0,0.3889535994132342,0,0.36492276984686867,0
BigCodeBench/364,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['pandas', 'sklearn']",0,25,2,1,1,0,0,0,0,1,3,0,1.0,0,2.4044,0,0,0,1.7857,0.7193659722431922,1,0.6508086916630983,1,0.4231217301213395,0
BigCodeBench/369,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['numpy', 'matplotlib', 'scipy']",0,15,1,0,0,0,0,0,0,1,3,0,1.0,0,1.2814,0,0,0,1.0714,0.613699725152394,1,0.7051406595277059,1,0.571340463826099,1
BigCodeBench/372,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['glob', 'docx', 're']",0,15,4,3,0,3,0,0,0,1,3,0,1.0,0,2.4513,0,0,0,1.0714,0.36166496241206836,0,0.34467382342339165,0,0.48502290909712015,0
BigCodeBench/376,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['nltk', 'collections', 're']",0,11,3,0,0,0,0,0,0,1,4,0,1.0,0,0.9425,0,0,0,1.1,0.30598170273616304,0,0.3549125168333433,0,0.5709440687374044,1
BigCodeBench/384,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['collections', 'itertools', 'random']",0,10,3,0,0,0,0,0,0,1,3,0,1.0,0,0.4133,0,0,0,0.7692,0.3676125219643205,0,0.2890214894682205,0,0.455724976660161,0
BigCodeBench/392,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['numpy', 'matplotlib']",0,12,2,1,1,0,0,0,0,1,2,0,1.0,0,0.7941,0,0,0,0.8571,0.4829843581379573,0,0.45125341726423773,0,0.46879965719067795,0
BigCodeBench/407,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['csv', 'openpyxl', 'os']",0,15,3,2,0,1,0,0,0,1,3,0,1.0,0,1.212,0,0,0,1.0,0.3489659053206938,0,0.31195625194250654,0,0.530985371991001,1
BigCodeBench/410,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'datetime', 'os']",0,24,6,2,2,0,0,3,3,1,3,1,1.0,0,2.0147,0,0,0,1.3333,0.30021232609478404,0,0.34851408149279595,0,0.28009216774107093,0
BigCodeBench/416,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'seaborn']",0,20,4,1,3,0,0,0,0,2,3,0,1.0,0,2.1844,0,0,0,1.3333,0.5124404840908466,1,0.4415557882964425,0,0.42051364590266643,0
BigCodeBench/418,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['tensorflow', 'matplotlib', 'sklearn']",0,26,1,0,0,0,0,0,0,1,5,0,1.0,0,1.5697,0,0,0,1.04,0.43685833298634563,0,0.6331021566792591,1,0.4682211334899462,0
BigCodeBench/432,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['scipy', 'seaborn']",0,11,1,0,0,0,0,0,0,1,4,0,1.0,0,1.1607,0,0,0,0.88,0.4978466429893516,0,0.5032595831143161,1,0.5658905127268218,1
BigCodeBench/437,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['pickle', 'os']",0,8,1,0,0,0,0,0,0,1,3,0,1.0,0,0.8717,0,0,0,0.8,0.6103063019738791,1,0.5804047258454742,1,0.5185627043630991,1
BigCodeBench/440,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'numpy', 'sklearn']",0,12,2,1,1,0,0,0,0,1,3,0,1.0,0,0.8194,0,0,0,0.9231,0.46976649082382715,0,0.24500618713088004,0,0.5570971898979357,1
BigCodeBench/442,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['numpy', 'matplotlib', 'sklearn']",0,18,2,1,1,0,0,0,0,1,3,0,1.0,0,1.3283,0,0,0,1.0588,0.5402647274680736,1,0.25782875009950373,0,0.4807966564378387,0
BigCodeBench/450,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['matplotlib', 'scipy', 'sklearn']",0,23,3,1,2,0,0,0,0,2,5,0,1.0,0,1.4466,0,0,0,1.2778,0.5424496001164593,1,0.44809502683480834,0,0.39900939144688513,0
BigCodeBench/451,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['sklearn', 'numpy', 'matplotlib', 'seaborn']",0,18,3,1,2,0,0,0,0,1,4,0,1.0,0,1.486,0,0,0,1.0588,0.5992324884183768,1,0.4128377556112862,0,0.48505099157468506,0
BigCodeBench/452,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['numpy', 'sklearn']",0,15,1,0,0,0,0,0,0,1,5,0,1.0,0,1.1945,0,0,0,1.0,0.6082427209314272,1,0.542626400491393,1,0.5677121352147112,1
BigCodeBench/458,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 're', 'json']",0,20,3,3,4,0,0,0,0,6,3,0,1.0,0,0.7918,0,0,0,0.9091,0.6074750498216757,1,0.49451807474595694,0,0.39368452987822067,0
BigCodeBench/481,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'random', 're']",0,14,2,1,0,1,0,0,0,1,3,0,1.0,0,1.6358,0,0,0,1.0,0.36039330933017694,0,0.4101894482343799,0,0.5397677856487436,1
BigCodeBench/490,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['xmltodict', 'json']",0,2,1,0,0,0,0,0,0,0,2,0,1.0,0,0.0757,0,0,1,0.2857,0.3886013042886687,0,0.09216394777843757,0,0.014325342330240201,0
BigCodeBench/491,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['datetime', 'random', 'matplotlib']",0,22,9,2,1,2,1,0,0,1,3,0,1.0,0,1.5425,0,0,0,0.9167,0.2969920014017303,0,0.28359603481487444,0,0.3936323159976458,0
BigCodeBench/492,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'datetime', 'random']",0,31,10,2,4,2,1,0,0,1,3,0,1.0,0,1.912,0,0,0,1.24,0.296359474657841,0,0.2786407032175488,0,0.4158100690011361,0
BigCodeBench/499,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['io', 'csv', 'xlwt', 'os']",0,18,4,3,1,2,0,0,0,1,4,0,1.0,0,1.697,0,0,0,1.2857,0.3594380722350211,0,0.31164525404742066,0,0.42674795756307604,0
BigCodeBench/507,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'numpy']",0,16,5,1,4,0,0,0,0,2,2,0,1.0,0,1.1919,0,0,0,1.0,0.48452951699488883,0,0.2742170474876841,0,0.5476615987209287,1
BigCodeBench/510,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['difflib', 'gzip']",0,14,2,2,1,0,0,0,0,2,3,0,1.0,0,1.2629,0,0,0,1.5556,0.6877065954368712,1,0.5121915662273288,1,0.4610733659558268,0
BigCodeBench/521,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'matplotlib']",0,10,1,0,0,0,0,0,0,1,2,0,1.0,0,0.7562,0,0,0,0.8333,0.5198764709315346,1,0.504495087094814,1,0.5195027228483621,1
BigCodeBench/523,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'matplotlib']",0,13,4,1,1,0,0,0,0,2,2,0,1.0,0,1.0825,0,0,0,0.8125,0.5117073007629568,1,0.44344467687648614,0,0.43689378111093363,0
BigCodeBench/525,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['collections', 'numpy', 'matplotlib', 'json']",0,20,3,2,0,2,0,0,0,1,4,0,1.0,0,1.3594,0,0,0,0.8889,0.3718989184363883,0,0.35013942070518006,0,0.33977975151291323,0
BigCodeBench/528,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'csv', 'collections', 'matplotlib']",0,22,6,2,1,0,0,1,1,1,4,1,1.0,0,1.5494,0,0,0,1.1579,0.26462671037711505,0,0.32653128219244654,0,0.24199461958156387,0
BigCodeBench/533,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['secrets', 'base64', 'hashlib', 'numpy']",0,17,6,2,1,0,0,1,1,1,4,1,1.0,0,0.7681,0,0,0,0.8947,0.22890010614139888,0,0.31476026158120846,0,0.22712413272056176,0
BigCodeBench/534,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['base64', 'numpy', 'cryptography']",0,27,1,0,0,0,0,0,0,1,6,0,1.0,0,1.5838,0,0,0,1.2273,0.3044885345438,0,0.31923701693822915,0,0.47123714401809425,0
BigCodeBench/535,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['sqlite3', 'numpy', 'random']",0,30,4,1,2,1,0,0,0,1,3,0,1.0,0,1.3524,0,0,0,1.25,0.4634107629901337,0,0.7073963070013837,1,0.4253361053932413,0
BigCodeBench/543,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['base64', 'os']",0,7,1,0,0,0,0,0,0,1,2,0,1.0,0,1.302,0,0,0,0.875,0.5877929206336796,1,0.6766567868974052,1,0.6716799830853976,1
BigCodeBench/549,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'base64']",0,10,1,0,0,0,0,0,0,1,3,0,1.0,0,1.1847,0,0,0,1.25,0.5962528767888645,1,0.6473904829812371,1,0.6290325689912151,1
BigCodeBench/555,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['pandas', 'numpy', 'matplotlib', 'scipy']",0,14,1,0,0,0,0,0,0,1,4,0,1.0,0,1.1473,0,0,0,1.0,0.49554087287769344,0,0.5564105959507794,1,0.580430956068226,1
BigCodeBench/560,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'datetime', 'matplotlib']",0,20,6,2,3,0,0,1,1,1,3,1,1.0,0,2.1265,0,0,0,1.3333,0.36119291260093456,0,0.315349678653765,0,0.3313908140527967,0
BigCodeBench/564,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['pytz', 'ctypes', 'os', 'datetime']",0,18,1,0,0,0,0,0,0,1,4,0,1.0,0,1.1519,0,0,0,1.0588,0.40515858844123415,0,0.5219052758912603,1,0.4884511700916201,0
BigCodeBench/571,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'inspect']",0,24,11,2,3,1,0,1,1,1,2,1,1.0,0,1.08,0,0,0,0.8889,0.1403819752956813,0,0.21011500136225372,0,0.308882404808938,0
BigCodeBench/578,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['unicodedata', 'requests']",0,16,6,2,0,0,0,1,2,1,3,1,1.0,0,0.9347,0,0,0,1.0667,0.2313443396566934,0,0.30599373040000444,0,0.24632661859375463,0
BigCodeBench/606,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'scipy']",0,7,1,0,0,0,0,0,0,1,2,0,1.0,0,1.0775,0,0,0,1.0,0.6240130315692691,1,0.725553921119354,1,0.7682695563454902,1
BigCodeBench/617,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'random', 'matplotlib', 're']",0,17,4,1,1,1,0,0,0,1,4,0,1.0,0,0.8712,0,0,0,0.7556,0.22355248892380652,0,0.15930745921550504,0,0.32551563254330346,0
BigCodeBench/621,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['matplotlib', 'numpy', 'itertools', 'sklearn']",0,17,1,0,0,0,0,0,0,1,4,0,1.0,0,1.6305,0,0,0,1.1333,0.49948194498482207,0,0.5922847950050757,1,0.5313054329398846,1
BigCodeBench/622,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['matplotlib', 'numpy', 'itertools', 'scipy']",0,17,3,0,0,0,0,0,0,1,4,0,1.0,0,1.913,0,0,0,1.0625,0.41380157371873116,0,0.4042095187992799,0,0.4781644499625409,0
BigCodeBench/628,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['math', 'random', 'matplotlib']",0,4,1,0,0,0,0,0,0,0,4,0,1.0,0,0.1991,0,0,1,0.2667,0.19431300147007924,0,0.07483426665462439,0,0.014815656199023116,0
BigCodeBench/633,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['nltk', 're']",0,9,3,0,0,0,0,0,0,1,3,0,1.0,0,0.6223,0,0,0,0.9,0.3118782689900095,0,0.35396738361693547,0,0.580635580917398,1
BigCodeBench/641,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['pandas', 're', 'os']",0,12,4,3,1,2,0,0,0,1,3,0,1.0,0,1.8897,0,0,0,1.0,0.4713033020688124,0,0.33209071028614334,0,0.5722301176646509,1
BigCodeBench/642,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['hashlib', 're', 'binascii']",0,15,4,4,1,2,0,0,0,1,4,0,1.0,0,1.2249,0,0,0,1.0,0.4642204687205481,0,0.541672866866077,1,0.5555816168900334,1
BigCodeBench/654,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,17,1,0,0,0,0,0,0,2,3,0,1.0,0,2.4101,0,0,0,0.9189,0.39645250907977647,0,0.41634614309326423,0,0.4565474261757911,0
BigCodeBench/665,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['shutil', 'itertools', 'fnmatch', 'os']",0,14,4,3,0,3,0,0,0,1,4,0,1.0,0,1.5081,0,0,0,1.0,0.41632490898859603,0,0.5113603289917296,1,0.480145665028314,0
BigCodeBench/667,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['collections', 'heapq']",0,7,2,0,0,0,0,0,0,1,2,0,1.0,0,1.3627,0,0,0,1.0,0.6610051338959831,1,0.7361640212919502,1,0.7304663907620228,1
BigCodeBench/669,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['math', 'itertools']",0,12,3,2,1,1,0,0,0,1,2,0,1.0,0,2.2062,0,0,0,1.0909,0.6308628265612413,1,0.5985634105646664,1,0.5578353124706998,1
BigCodeBench/672,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['csv', 'sys']",0,24,5,3,0,2,0,1,2,0,2,1,1.0,0,2.3383,0,0,0,2.1818,0.28943994167155584,0,0.1807015450760314,0,0.19638755494639212,0
BigCodeBench/675,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['random', 'os']",0,15,3,2,1,1,0,0,0,1,3,0,1.0,0,1.4126,0,0,0,1.0714,0.6237830194179821,1,0.6635935565683408,1,0.5326662589601493,1
BigCodeBench/685,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['collections', 'itertools']",0,6,1,0,0,0,0,0,0,1,2,0,1.0,0,0.5221,0,0,0,1.2,0.6950436317487575,1,0.7512980184798852,1,0.7736516221389073,1
BigCodeBench/687,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['numpy', 'scipy']",0,8,3,0,0,0,0,0,0,1,2,0,1.0,0,0.9296,0,0,0,1.1429,0.6702220943832771,1,0.6967621288703709,1,0.670955185370962,1
BigCodeBench/689,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['numpy', 'scipy']",0,10,2,1,0,1,0,0,0,1,3,0,1.0,0,1.3952,0,0,0,1.1111,0.5690145065186957,1,0.6535032412858225,1,0.5991573824463057,1
BigCodeBench/706,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'sklearn']",0,13,1,0,0,0,0,0,0,1,4,0,1.0,0,1.761,0,0,0,0.9286,0.6847419725467696,1,0.5786491801932144,1,0.5751366498580864,1
BigCodeBench/718,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['re', 'numpy', 'scipy']",0,10,2,1,1,0,0,0,0,2,3,0,1.0,0,0.8896,0,0,0,0.9091,0.39938478313488207,0,0.5065347749252022,1,0.4826592636566478,0
BigCodeBench/721,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['csv', 'collections', 'os']",0,13,4,2,2,0,0,0,0,3,3,0,1.0,0,0.7188,0,0,0,0.9286,0.5561241377965199,1,0.511822381752475,1,0.4594067624533195,0
BigCodeBench/730,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['pickle', 'os']",0,13,2,1,1,0,0,0,0,1,3,0,1.0,0,1.2979,0,0,0,1.1818,0.629939790133621,1,0.663654676142909,1,0.5445958797375181,1
BigCodeBench/732,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['nltk', 'collections', 'string', 're']",0,12,3,0,0,0,0,0,0,1,4,0,1.0,0,1.5561,0,0,0,1.0909,0.39199353117312,0,0.5584401622368912,1,0.5640197299723525,1
BigCodeBench/735,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['numpy', 'itertools']",0,8,1,0,0,0,0,0,0,1,2,0,1.0,0,1.2711,0,0,0,1.1429,0.6400624910110029,1,0.7447700403720747,1,0.7069200405006019,1
BigCodeBench/749,WaveCoder_Ultra_6.7B,instruct,1,task_func,"['numpy', 'sklearn']",0,7,1,0,0,0,0,0,0,1,2,0,1.0,0,1.3663,0,0,0,1.0,0.645549888201204,1,0.545898519670135,1,0.7682695563454902,1
BigCodeBench/752,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'numpy', 'sklearn']",0,23,7,1,6,0,0,0,0,1,4,0,1.0,0,1.3017,0,0,0,0.9583,0.5582610199606276,1,0.6915615343639405,1,0.4166645177431304,0
BigCodeBench/760,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['pandas', 'numpy', 'codecs', 're', 'datetime']",0,19,6,1,1,0,0,0,0,1,4,0,0.6,2,0.6355,0,0,0,0.8837,0.2394471441206151,0,0.356335570021101,0,0.38656342313850367,0
BigCodeBench/763,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['collections', 'csv', 'numpy', 'json']",0,19,5,2,0,2,0,0,0,1,4,0,1.0,0,1.9455,0,0,0,0.8636,0.28574167603053346,0,0.240622583045833,0,0.2797581387849616,0
BigCodeBench/779,WaveCoder_Ultra_6.7B,instruct,0,task_func,"['shutil', 'os']",0,27,9,5,2,1,0,3,3,2,4,1,1.0,0,1.8927,0,0,0,1.2558,0.19637288073150486,0,0.41164360179873133,0,0.254033055032326,0
